mc_id,x1,x2,x3,y,dataset
0,-0.26661568880081177,2.235827684402466,0.23884861171245575,3.719775676727295,train
0,-0.45938944816589355,1.3764327764511108,-1.1213306188583374,5.0707197189331055,train
0,-2.627178907394409,-2.6130688190460205,1.2134889364242554,1.2134608030319214,train
0,1.6757856607437134,1.212652325630188,-1.5524537563323975,7.994236469268799,train
0,-1.9256407022476196,1.292668342590332,1.0514487028121948,4.741405487060547,train
0,2.0729024410247803,2.1854310035705566,0.002214085543528199,5.738277912139893,train
0,1.480713963508606,0.7089006304740906,-2.5595974922180176,10.68988037109375,train
0,-0.02699034847319126,1.1563664674758911,1.6012790203094482,6.789326190948486,train
0,-2.039513349533081,-1.2181276082992554,-1.2811046838760376,6.045119285583496,train
0,0.4889635145664215,-0.9592158794403076,-2.9142496585845947,9.571245193481445,train
0,-2.893479585647583,-1.317021369934082,0.8361375331878662,5.472920894622803,train
0,-0.8967462182044983,0.2413555532693863,-0.9630672931671143,-0.5640614032745361,train
0,-0.4458513855934143,1.4232600927352905,-0.47430530190467834,7.2389326095581055,train
0,-2.0950114727020264,-0.8623751401901245,0.5028802156448364,3.3477957248687744,train
0,0.41551893949508667,2.9192819595336914,2.942310333251953,4.64869499206543,train
0,-2.5444090366363525,-2.0512571334838867,1.471328854560852,5.625115394592285,train
0,-2.187225103378296,-2.044611930847168,-0.9676872491836548,5.783463954925537,train
0,0.8733170628547668,2.0238466262817383,-3.1199100017547607,11.878072738647461,train
0,-0.15935087203979492,2.3360843658447266,2.0843167304992676,2.81646728515625,train
0,-0.33149266242980957,1.7479685544967651,-1.4964975118637085,7.215582847595215,train
0,-3.1233508586883545,-2.3253073692321777,-1.36115300655365,3.7201755046844482,train
0,0.8617658019065857,0.7876856923103333,2.778432846069336,7.214297294616699,train
0,2.214136838912964,-0.9038603901863098,-0.7456600069999695,5.012731552124023,train
0,-1.172377109527588,1.474334955215454,-0.48633110523223877,2.6924073696136475,train
0,-2.2905023097991943,-2.4252419471740723,2.8960235118865967,-2.2317399978637695,train
0,-1.3430904150009155,2.082608938217163,-0.9776416420936584,3.8944952487945557,train
0,2.4504568576812744,-2.7310428619384766,1.489032506942749,2.473128080368042,train
0,2.697509527206421,2.671204090118408,-1.3318657875061035,1.7555606365203857,train
0,2.975986957550049,2.37933349609375,-0.5956856608390808,3.177607774734497,train
0,0.858732283115387,0.2845575511455536,-3.0441834926605225,8.172414779663086,train
0,0.3464148938655853,1.7153213024139404,2.0101418495178223,8.328916549682617,train
0,3.1163389682769775,-3.1393344402313232,-2.6612024307250977,0.15942610800266266,train
0,-3.0281479358673096,2.439484119415283,2.0648086071014404,1.857727289199829,train
0,0.29481568932533264,-0.2537453770637512,0.8257977366447449,0.9449026584625244,train
0,0.15589042007923126,0.5462548136711121,-1.5320135354995728,1.9653173685073853,train
0,1.7956410646438599,-0.06202997639775276,3.1035728454589844,9.805277824401855,train
0,-0.19207604229450226,1.1534607410430908,-2.5412728786468506,7.5555219650268555,train
0,2.503195285797119,1.3465126752853394,0.267523854970932,7.586198806762695,train
0,3.0891220569610596,2.7988924980163574,-2.9343605041503906,1.3675601482391357,train
0,2.7098729610443115,1.3597759008407593,-1.7254449129104614,8.603370666503906,train
0,-2.9559319019317627,0.5774460434913635,0.06584245711565018,2.7531514167785645,train
0,-2.3389813899993896,0.853638231754303,-1.385272741317749,3.1593451499938965,train
0,1.1245390176773071,0.6194451451301575,2.4330942630767822,6.393179893493652,train
0,1.0903387069702148,-3.100919723510742,-1.3990983963012695,1.5290558338165283,train
0,2.480074405670166,-1.7955822944641113,1.8521440029144287,8.107151985168457,train
0,3.0663068294525146,0.3583054840564728,-1.8702383041381836,0.8064741492271423,train
0,-0.10422530770301819,1.9483287334442139,-2.9608616828918457,4.695655345916748,train
0,0.3361399173736572,-0.6447427272796631,2.940894842147827,3.8103830814361572,train
0,-1.116570234298706,-1.810425877571106,3.0748350620269775,-2.3760337829589844,train
0,-0.7610529661178589,0.6602914929389954,2.612109899520874,-1.0814327001571655,train
0,2.6142075061798096,2.89666748046875,0.08600292354822159,1.123206615447998,train
0,2.521413564682007,-2.14522647857666,-1.2392902374267578,5.148018836975098,train
0,0.918800950050354,0.8055413961410522,-1.0940507650375366,5.227749824523926,train
0,2.6866233348846436,0.9608187675476074,1.7451870441436768,4.876774311065674,train
0,-1.2675654888153076,-1.323407530784607,-2.060652732849121,4.430384159088135,train
0,-0.4524846374988556,-2.2122013568878174,1.8790403604507446,4.214382648468018,train
0,-0.9542012214660645,0.8562287092208862,0.5107646584510803,3.5389750003814697,train
0,1.8845841884613037,1.3586950302124023,-1.1171544790267944,6.866848945617676,train
