mc_id,x,y,dataset
0,4.982814788818359,0.37382182478904724,train
0,6.974573135375977,-0.5937997102737427,train
0,9.024641990661621,0.3139427900314331,train
0,7.132373809814453,0.5296620726585388,train
0,11.192655563354492,-0.7675188779830933,train
0,3.040046453475952,-0.20514830946922302,train
0,10.574395179748535,0.39628300070762634,train
0,5.5817718505859375,-1.0931965112686157,train
0,4.537169456481934,0.8331266045570374,train
0,10.312166213989258,0.9686325788497925,train
0,2.192342519760132,0.5110364556312561,train
0,3.974616765975952,-0.9015175700187683,train
0,7.413666725158691,0.13152730464935303,train
0,5.395230293273926,-0.17712974548339844,train
0,7.3557515144348145,-0.6455049514770508,train
0,2.244720697402954,0.5683414936065674,train
0,9.900056838989258,0.37693968415260315,train
0,4.357419490814209,0.1617816686630249,train
0,8.024258613586426,-0.09959086775779724,train
0,4.969527244567871,-0.3655107319355011,train
0,7.055736064910889,-0.17063118517398834,train
0,11.44970989227295,-1.4613908529281616,train
0,5.145725250244141,-0.9242116212844849,train
0,3.8126306533813477,-0.8392335772514343,train
0,7.149209976196289,-0.5885043740272522,train
0,11.15898323059082,-0.12404516339302063,train
0,7.0788679122924805,-0.1197795420885086,train
0,11.43411922454834,-1.0263038873672485,train
0,2.580439567565918,1.3337695598602295,train
0,8.464706420898438,0.8285965323448181,train
0,0.9689362049102783,-0.5701842308044434,train
0,7.4599809646606445,-1.5764846801757812,train
0,4.6669721603393555,0.7403117418289185,train
0,0.7832944393157959,0.6591334342956543,train
0,10.497943878173828,0.9009210467338562,train
0,11.03122329711914,-0.20240861177444458,train
0,11.784799575805664,-0.11160066723823547,train
0,10.388476371765137,1.134316086769104,train
0,3.5650641918182373,-0.9809365272521973,train
0,3.5974159240722656,-0.49881038069725037,train
0,6.519405841827393,0.7717708349227905,train
0,2.209801197052002,1.1516013145446777,train
0,10.388898849487305,1.3843936920166016,train
0,9.25721549987793,-0.6454712152481079,train
0,7.141963005065918,-1.4110312461853027,train
0,8.384943962097168,0.4624378979206085,train
0,7.600667953491211,-0.9060531854629517,train
0,6.729484558105469,0.3608788549900055,train
0,3.3728299140930176,-1.2896627187728882,train
0,3.936992883682251,-0.9211627244949341,train
0,6.38922643661499,0.22052878141403198,train
0,10.40721321105957,0.9884324669837952,train
