mc_id,x,y,dataset
0,6.26476526260376,-3.2510993480682373,train
0,0.8207106590270996,0.6935685873031616,train
0,0.13802647590637207,0.3438260853290558,train
0,6.647027015686035,0.7335453033447266,train
0,0.7080334424972534,-0.15710997581481934,train
0,0.2643853425979614,-0.005977027118206024,train
0,5.909233570098877,-2.0416650772094727,train
0,4.81055212020874,-4.180927753448486,train
0,8.6920747756958,9.666624069213867,train
0,2.3518319129943848,0.013744831085205078,train
0,3.0033035278320312,1.2940949201583862,train
0,6.6308441162109375,3.996866226196289,train
0,2.2433667182922363,1.0612783432006836,train
0,5.121193885803223,-6.319929122924805,train
0,4.613604545593262,-2.2415480613708496,train
0,6.734616756439209,1.9823122024536133,train
0,9.455995559692383,-2.198974132537842,train
0,6.979296684265137,0.16092777252197266,train
0,5.7425642013549805,-2.9565176963806152,train
0,4.81387186050415,-6.197021484375,train
0,0.6473833322525024,0.9122883081436157,train
0,6.311497688293457,-3.349015951156616,train
0,5.767221450805664,-3.314940929412842,train
0,0.16948223114013672,-0.2557499408721924,train
0,2.1330184936523438,0.6621793508529663,train
0,5.845372200012207,-3.3064675331115723,train
0,2.9701085090637207,1.1509180068969727,train
0,5.671802043914795,-2.0015289783477783,train
0,1.460598111152649,2.0627999305725098,train
0,7.906561851501465,9.377284049987793,train
0,2.7066760063171387,1.6054692268371582,train
0,3.2883238792419434,-1.14314866065979,train
0,7.094268798828125,6.927151679992676,train
0,3.654160976409912,-2.0422966480255127,train
0,7.612371921539307,6.766555309295654,train
0,5.197840213775635,-6.371511459350586,train
0,8.708898544311523,6.8466596603393555,train
0,2.1957778930664062,2.7479701042175293,train
0,6.12783670425415,-3.1834733486175537,train
0,8.9697847366333,7.631172180175781,train
0,1.9289052486419678,2.5823543071746826,train
0,5.709877014160156,-3.3808681964874268,train
0,2.9697632789611816,0.5954034328460693,train
0,1.3587689399719238,1.00858473777771,train
0,1.6607332229614258,1.5516853332519531,train
0,1.0046911239624023,1.202174186706543,train
0,5.805197715759277,-4.402046203613281,train
0,6.26174259185791,0.36686840653419495,train
0,8.152703285217285,6.972225189208984,train
0,1.1721116304397583,1.5420666933059692,train
0,6.460849761962891,3.192049503326416,train
0,5.518068313598633,-2.561424493789673,train
0,6.868605613708496,2.616764545440674,train
0,6.895668983459473,4.045698165893555,train
0,6.35479211807251,2.015716314315796,train
0,1.8364930152893066,1.8981059789657593,train
0,0.6699204444885254,-0.042575716972351074,train
0,1.984940767288208,2.1288228034973145,train
0,1.2333589792251587,0.8263305425643921,train
0,2.912706136703491,1.7893638610839844,train
0,5.753022193908691,-1.9090073108673096,train
0,5.927708625793457,-0.7838397026062012,train
0,9.79321002960205,-7.950957298278809,train
0,5.0412750244140625,-3.758802652359009,train
0,8.034910202026367,10.037364959716797,train
0,7.173254013061523,6.295158863067627,train
0,9.156149864196777,-0.8781228065490723,train
0,8.240840911865234,2.360748291015625,train
0,0.24287939071655273,-0.21214988827705383,train
0,4.326761245727539,-3.8660943508148193,train
0,9.257060050964355,3.52407169342041,train
0,2.342620372772217,1.1665682792663574,train
0,0.7244181632995605,0.1654224395751953,train
0,0.575149655342102,-0.2782086730003357,train
0,1.2099170684814453,0.8464184403419495,train
0,1.0984349250793457,0.6742631196975708,train
0,5.5572004318237305,-1.7263824939727783,train
0,4.839271545410156,-6.052460193634033,train
0,7.812007904052734,4.327478408813477,train
0,9.39311408996582,3.259517192840576,train
0,0.487060546875,0.3626621961593628,train
0,5.196506500244141,-3.554158926010132,train
0,7.563862323760986,5.273681163787842,train
0,3.4000444412231445,1.0361251831054688,train
0,2.9831063747406006,-0.19151777029037476,train
0,0.29299020767211914,0.29352256655693054,train
0,9.585221290588379,-0.8357915282249451,train
0,2.2062766551971436,3.6193833351135254,train
0,0.58493971824646,0.4049869775772095,train
0,3.611109733581543,-1.8550060987472534,train
0,4.76298713684082,-7.251666069030762,train
0,5.893136024475098,-3.043966770172119,train
0,6.703971862792969,2.1711463928222656,train
0,9.357131958007812,1.064091444015503,train
0,7.292771339416504,4.094196319580078,train
0,2.3455147743225098,1.7740552425384521,train
0,4.647631645202637,-4.61664342880249,train
0,2.376254081726074,1.313195824623108,train
0,3.2901077270507812,0.7036181688308716,train
